Group Code As Per Xcube,Group Name as per Xcube,Site Code As Per Xcube,Site Name As Per Xcube,Billing Name As Per Tally,Region,zone,state,Party State,GSTIN/UIN,Costcentre,Address,site_code_no
GROUP67,Assetz,SITE1049,Assets Whitefield Homes Pvt.Ltd - Marketing Office,Assetz Whitefield Homes Pvt Ltd,Bangalore,2,2,Karnataka,29AAKCA7816P1ZV,Assets Whitefiled Homes Pvt Ltd -New,"Assetz Whitefield Homes Pvt.Ltd,Assetz Marq  #2/1, Embassy Icon Annex Ground Floor,Infantry Road,Bangalore-560001",1049
GROUP67,Assetz,SITE1227,Assetz TC Palya,APG Abode Homes Pvt Ltd,Bangalore,2,2,Karnataka,29AAQCA3952J1Z4,Assetz TC Palya-New,,1227
GROUP6,Featherlite Collection,SITE59,Innovative Quest LLP The Address,Innovative Quest LLP - The Address - Kadubeesanahalli,Bangalore,2,2,Karnataka,29AAFFI7004K1Z8,Featherlite Collection ( The Address )  - New,,59
GROUP6,Featherlite Collection,SITE79,Nirvana Private Limited (Trident Tower),Nirvana Pvt Ltd - Trident Tower - Jayanagar,Bangalore,2,2,Karnataka,29AABCN5234D1ZO,Featherlite Collection - Nirvana - New,,79
GROUP6,Featherlite Collection,SITE1104,Featherlite Collections(Ramkripa Specturm),Featherlite Collection - Vista - Vasanthnagar,Bangalore,2,2,Karnataka,29AAAFF5397H1Z3,Featherlite Collection - New,,1104
GROUP6,Featherlite Collection,SITE1229,Riverdale Builders Pvt Ltd,Riverdale Builders Pvt Ltd - Vantage - Indiranagar,Bangalore,2,2,Karnataka,29AACCR2308D1ZQ,Featherlite Collection - Riverdale - New,,1229
GROUP124,Pancham Oorjita,SITE1306,Pancham Oorjita,Pancham Oorjita,Bangalore,2,22,Odisha,21AAXFP1355N1ZR,Symphony Mall - New,"Oorjita Projects Private Limited,Site - Pahal,Bhubaneshwar,Odisha - 21",1306
GROUP6,Featherlite Collection,SITE44,Featherlite Collection Vasanthnagar (KKMP),Featherlite Collection-KKMP - Vasanthnagar,Bangalore,2,2,Karnataka,29AAAFF5397H1Z3,Featherlite KKMP - New,,44
GROUP6,Featherlite Collection,SITE1105,Featherlite Products Pvt Ltd - Unit 2 (FP2 ),Featherlite Products Pvt Ltd - Featherlite Spectrum,Bangalore,2,2,Karnataka,29AAACF2182P1Z7,Featherlite Collection - FP - 2 - New,"Featherlite Products Pvt Ltd - Unit 2,Mysore Road,Banglore",1105
GROUP59,Bill Forge,SITE1050,Bill Forge Private Limited. Plant2,Bill Forge Private Limited. Plant2,Bangalore,2,2,Karnataka,29AAACB8620J1ZK,Bill Forge Private Limited - New,,1050
GROUP55,Bira,SITE1258,B9 Beverages Pvt Ltd -Mysore,B9 Beverages Pvt Ltd,Bangalore,2,2,Karnataka,29AAECD6739Q1ZS,Bira Mysore-New,"Bira Mysore,Survey No:62-P63,64,44-P And43-P Adakanahally,Industrial Area,Nanjangud Taluk,Mysuru Dist,",1258
GROUP120,91 Springboard,SITE1239,91 Springboard,91 spring board business hub Pvt LTD,Bangalore,2,2,Karnataka,29AAACZ8912H1ZY,91 Spring Board Business Hub Pvt Ltd - New,,1239
GROUP71,Awfis,SITE1191,Awfis Residency Road,Awfis Space Solutions Private Limited,Bangalore,2,2,Karnataka,29AANCA1175G1ZJ,Awfis - Bangalore - New,,1191
GROUP59,Bill Forge,SITE1232,Bill Forge Plant 6,Bill Forge Private Limited,Bangalore,2,2,Karnataka,29AAACB8620J1ZK,Bill Forge Private Limited - New,"Bill ForgePrivate Limited Palnt 6,NO.86,M&N,KIADB INDUSTRIAL AREA,PHASE 1,JIGANI,BANGALORE-562106.",1232
GROUP119,Hiranandani,SITE1231,Hiranandani Hebbal,Antevorta  Developers Private Limited,Bangalore,2,2,Karnataka,29AAHCA1092J1ZI,Hiranandani Hebbal - New,,1231
GROUP88,Unicca Emporis,SITE1189,Unicca Emporis,Unicca Emporis Private Limited,Bangalore,2,2,Karnataka,29AABCU4946P1ZJ,Unnica Emporis - New,"Unnica Emporis,Madhura Nagar,Varthur,Bengaluru,Karnataka-560087.",1189
GROUP23,Embassy Group,SITE1057,Embassy Services Pvt Ltd - Crest,Embassy Services Private Limited-Crest,Bangalore,2,2,Karnataka,29AAACE4258K1ZD,Embassy Services Pvt Ltd - Crest -New,"Embassy Services Private Limited-Crest,Embassy Crest,Non - SEZ, Road 10,",1057
GROUP23,Embassy Group,SITE1058,Embassy Services Pvt Ltd - Victoria,Embassy Services Pvt. Ltd-Victoria,Bangalore,2,2,Karnataka,29AAACE4258K1ZD,Embassy Services Pvt Ltd - Victoria - New,"Embassy Services Pvt. Ltd-Victoria,Embassy -Victoria , Non, SEZ-Residency Road,Bengaluru Karnataka",1058
GROUP23,Embassy Group,SITE1059,Embassy Services Pvt Ltd - Paragon,Embassy Services Pvt. Ltd-Paragon,Bangalore,2,2,Karnataka,29AAACE4258K1ZD,Embassy Services Pvt Ltd - Paragon - New,"Embassy Services Pvt. Ltd-Paragon,Embassy Paragon,Non - SEZ, ITPL Road,Site #, 6/2 & 6/3, Bengaluru,",1059
GROUP61,Kessaku,SITE1242,Kessaku,Palladium Constructions Pvt. Ltd.,Bangalore,2,2,Karnataka,29AAECP5444J1Z2,Phoenix Kessaku - New,"Phoenix Kessaku,No.1,Dr.Rajkumar Road,RajajiNagar,Bengaluru,Karnataka-560010.",1242
GROUP57,Pepperfry Groups,SITE1221,Pepperfry Banerghatta ,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Bannerghatta ),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperfry - Bannerghatta Road - New,"Pepperfry Studio Bannerghatta,ASR Group,Survey No.23/1,Bannerghatta Main Road,Syndicate Bank Colony,Omkar Nagar,Arekere,Bengaluru-560076.",1221
GROUP57,Pepperfry Groups,SITE1285,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Jayanagar ),TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Jayanagar ),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperfry - Jayanagar - New,"Pepperfry Jayanagar,A#330,Ground Floor,10th A Main Road,3rd Block,Jayanagar,Bangalore-560011.",1285
GROUP57,Pepperfry Groups,SITE1225,Pepperfry Thanisandra ,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Thanisandra ),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperfry - Thanisandra- New,"Pepperfry Studio Thanisandra,RK Hegde Nagar,Thanisandra,Bangalore-",1225
GROUP57,Pepperfry Groups,SITE1286,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED (  Sadashiva Nagar   ),TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED (  Sadashiva Nagar   ),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,"Pepperfry - Sadashiva Nagar - New
","Pepperfry Studio Sadashiv Nagar,Shri Hari Plaza,384/1-1,Ground Floor,13th Cross,Sadashiv Nagar,Bangalore-560080, Karnataka",1286
GROUP117,IFB Industries Ltd,SITE1270,IFB Agro Industries Limited-Marine Agro,IFB Agro Industries Limited,Bangalore,2,16,West Bengal,19AAACI6487L1ZX,IFB-Industries -Agro Marine - New,,1270
GROUP117,IFB Industries Ltd,SITE1276,IFB Industries Ltd.-Gangarampur,IFB Industries Ltd.,Bangalore,2,16,West Bengal,19AAACI6487L1ZX,IFB-Industries -Gangarampur - New,,1276
GROUP117,IFB Industries Ltd,SITE1263,IFB Industries Ltd. - Taratala,IFB Industries Ltd.,Bangalore,2,16,West Bengal,19AAACI6487L1ZX,IFB-Industries -Taratala - New,,1263
GROUP63,Garuda Groups,SITE1233,Garuda Yelahanka,Euroamer Garuda Resorts (India) Pvt.Ltd.,Bangalore,2,2,Karnataka,29AAACM4345F1ZK,Garuda Yalahanka - New,"Garuda Yelahanka Mall,Sector A,Sharavati Hotel Bus Stop,Yelahanka,New Town,Bangalore-560064.",1233
GROUP121,SNN Group,SITE1245,SNN Reduced,Ibrox Real Estate Development Pvt Ltd,Bangalore,2,2,Karnataka,29AACCI2895L1ZY,Ibrox Real Estate Development Pvt Ltd- SNN -New,,1245
GROUP23,Embassy Group,SITE39,Embassy Prime Unit Owners Association,Embassy Prime Unit Owners Association-Prime,Bangalore,2,2,Karnataka,29AAAAE2417J1ZU,Embassy Services Pvt Ltd (Bangalore) - New,,39
GROUP122,JKM FERROTECH LIMITED,SITE1236,JKM FERROTECH LIMITED,JKM FERROTECH LIMITED,Bangalore,2,4,Tamil Nadu,33AAKCS7852D1Z9,JMK Ferrotech Ltd. Gummudipoondi-Tamilnadu - New,,1236
GROUP123,Page Industries Limited-Jockey,SITE1282,Page Industries Limited-Jockey,Page Industries Limited,Bangalore,2,2,Karnataka,29AABCP2630D1ZS,Jockey Anantapur - New,,1282
GROUP8,Hikal Limited,SITE54,Hikal Limited CBD Belapur,Hikal Ltd - Belapur,Mumbai,1,1,Maharashtra,27AAACH0383A1Z5,Hikal Ltd ( CBD Belapur ) - New,"Great Eastern Chambers,, Sector-11,CBD Belapur,, Navi Mumbai - 400 614",54
GROUP8,Hikal Limited,SITE58,Hikal Limited Taloja,Hikal Ltd - Taloja,Mumbai,1,1,Maharashtra,27AAACH0383A1Z5,Hikal Ltd ( Taloja ) - New,"T 21,M.I.D.C,, Dist Raigad,, Taloja, Maharashtra 410208",58
GROUP10,Jean-Claude Biguine Salon and Spa,SITE63,Jean Claude Biguine Salon and Spa Bandra,JCB Salon Pvt. Ltd.,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean Claude Biguine ( Salon & SPa Bandra ) - New,"Ashwini, 201, Landmark Building,, Below Golds Gym, Pali Mala Rd,, Bandra (W), Mumbai - 400 050",63
GROUP10,Jean-Claude Biguine Salon and Spa,SITE64,Jean Claude Biguine Salon and Spa Colaba,JCB Salon Pvt. Ltd. - Colaba,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean Claude Biguine ( Salon & Spa Colaba ) - New,"Shop No 3 and 4,, President House Wood House Road, Colaba, Mumbai - 400005",64
GROUP10,Jean-Claude Biguine Salon and Spa,SITE1031,Jean Claude Biguine Salon & Spa Juhu,JCB Salon Pvt. Ltd. -Juhu,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean Claude Biguine ( Juhu ) - New,"54 Ambika Banglow, Below Suburban Restaurant,Opp. Madhuban Society, 10th Road,Vileparle (W), Mumbai.",1031
GROUP10,Jean-Claude Biguine Salon and Spa,SITE1015,Jean Claude Biguine Salon and Spa Kandivali,JCB Salon Pvt. Ltd - Kandivali,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean Claude Biguine Salon & Spa (Kandivali) - New,#N/A,1015
GROUP10,Jean-Claude Biguine Salon and Spa,SITE65,Jean Claude Biguine Salon and Spa Lower Parel,JCB Salon Pvt. Ltd. - Lower Parel,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean Claude Biguine  ( Salon & Spa Lower Parel ) - New,#N/A,65
GROUP10,Jean-Claude Biguine Salon and Spa,SITE66,Jean Claude Biguine Salon and Spa Prabhadevi,JCB Salon Pvt Ltd. - Prabhdevi,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean Claude Biguine ( Salon & Spa Prabhadevi ) - New,"1st Floor C Seqwence Plot No 925, Prabhadevi, Mumbai - 400025",66
GROUP10,Jean-Claude Biguine Salon and Spa,SITE1302,JCB Academy,JCB Academy,Mumbai,1,1,Maharashtra,27AABCJ7684B2ZH,Jean-Claude Biguine Salon and Spa -Academy - New,#N/A,1302
GROUP71,Awfis,SITE1040,Awfis - BKC,Awfis Space Solutions Pvt.Ltd - BKC,Mumbai,1,1,Maharashtra,27AANCA1175G1ZN,Awfis BKC - New,#N/A,1040
GROUP71,Awfis,SITE1042,Awfis Vashi - Raghuleela,Awfis Space Solutions Pvt.Ltd - IT Park,Mumbai,1,1,Maharashtra,27AANCA1175G1ZN,Awfis BKC - New,"Awfis Vashi,Raghuleela Mall NearAudishowroom,",1042
GROUP71,Awfis,SITE1041,Awfis Vashi - Cyber One,Awfis Space Solutions Pvt.Ltd - Vashi,Mumbai,1,1,Maharashtra,27AANCA1175G1ZN,Awfis BKC - New,#N/A,1041
GROUP89,Junobo Hotel PVT LTD (Soho House),SITE1202,Junobo Hotel PVT LTD,Junobo Hotels Pvt Ltd,Mumbai,1,1,Maharashtra,27AACCJ4959L1Z0,Junobo Hotels Pvt Ltd - New,#N/A,1202
GROUP30,Cable Corporation of India (CCI),SITE20,Cable Corporation of India (CCI),CCI Projects Ltd,Mumbai,1,1,Maharashtra,27AABCT4694B1ZC,CCI Projects ( Borivali ) - New,"Laxmi Building, Opp Tiger Gate, Ballard Pier, Mumbai - 400 001",20
GROUP56,We Work,SITE1013,We Work (BKC),WeWork India Management Pvt Ltd- BKC,Mumbai,1,1,Maharashtra,27AADCH8710J1ZG,We Work (BKC) - New,"Enam Sambhav Building, Plot Bearing No-C20,G Block ,Bandra Kurla Complex",1013
GROUP56,We Work,SITE1036,We Work (Andheri),WeWork India Management Private Limited- Marol,Mumbai,1,1,Maharashtra,27AADCH8710J1ZG,We Work  (Andheri) - New,"We Work Masterpiece -New,The Masterpiece, Marol Metro Station,Gamdevi, Marol, Andheri €",1036
GROUP134,The New Usha Kiran Co-Operative Housing Socie,SITE995,The New Usha Kiran Co-Operative Housing Society Limited,New Usha-Kiran Co-Operative Housing Society Ltd,Mumbai,1,1,Maharashtra,27AAAAN1557A1Z1,The new usha-kiran Co-operative housing society Lt - New,"Behind Jaslok Hospital,Peddar Road",995
GROUP32,Connectwell Industries Private Limited,SITE28,Connectwell Industries Private Limited,Connectwell Industries Pvt Ltd,Mumbai,1,1,Maharashtra,27AAACC4125D1Z8,Connectwell Industries Pvt. Ltd - New,"D7, W-6 & A-11 Phase 2, MIDC,, Dombivli - 421204",28
GROUP83,Sonawala,SITE113,Sonawala Building (Marine Drive),Mukul A Sonawala,Mumbai,1,1,Maharashtra,,Sonawala Building- New,"Add 67 Marine Drive, Sonawala Buildg, Mumbai - 400 020",113
GROUP83,Sonawala,SITE1177,Sonawala-Narharidas,Narrondass Manordass,Mumbai,1,1,Maharashtra,27AAAFN5412B1ZV,Sonawala Building- New,"Add 67 Marine Drive, Sonawala Buildg, Mumbai - 400 020",1177
GROUP48,M/S Lloyds Steels Industries Engineering Divi,SITE69,MS Lloyds Steels Industries Engineering Division Of Uttam Value Steels Limited,Lloyds Steels Industries Ltd.,Mumbai,1,1,Maharashtra,27AAACE9285C1ZL,Lloyds Steels Industries ( Lowerparel ) - New,"Montblanc Palladium Mall Mumbai,, S-11, 2nd Floor, Palladium Mall,, High Street Phoenix, Senapati Bapat Marg,, Lower Parel (W), Mumbai - 400013",69
GROUP42,HDFC Limited,SITE50,HDFC Limited,HDFC LTD,Mumbai,1,1,Maharashtra,27AAACH0997E1ZL,HDFC LTD - New,"HDFC House, CTS 154 & 155, MMRDA,, Oshiwara District Centre, Garden Road,, Near Municipal Maternity Hospital, Oshiwara,, Goregaon West, Mumbai - 400104",50
GROUP98,Sterling,SITE1026,Sterling,Floreat Investment Pvt. Ltd.,Mumbai,1,1,Maharashtra,27AAACF0794R1Z1,Sterling Towers - New,"Sterling Tower,Opp gamdevi temple, Harishchandra goregaonkar road, Grant Road, Mumbai",1026
GROUP36,Dr D Y Patil Educational Enterprises Charitab,SITE38,Dr D Y Patil Educational Enterprises Charitable Trust,AJEENKYA D.Y. PATIL INFRA PRIVATE LIMITED,Mumbai,1,1,Maharashtra,27AABCD9247J1ZC,DY Patil School - New,"DY Patil School - New,MIG Colony , Adarsh Nagar,Worli Mumbai - 400030",38
GROUP49,Mittal Grandeur,SITE72,Mittal Grandeur,Mittal bhavan society,Mumbai,1,1,Maharashtra,,Mittal Bhavan - New,"Opposite President Hotel, Next to C A Institute,, Cuff Parade., Mumbai - 400020",72
GROUP12,Piramal Group,SITE99,PRL Developers Private Limited (Piramal Tower 8th Floor),PRL Developers Pvt Ltd.,Mumbai,1,1,Maharashtra,27AAFCP9978E1ZT,Piramal - PRL Developers Pvt Ltd. ( 8th Floor ) - New,"8th Floor, Piramal Tower,, Peninsula Corporate Park,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",99
GROUP12,Piramal Group,SITE87,Piramal Annex Lower Parel,Piramal Enterprises Ltd. - Piramal Annex,Mumbai,1,1,Maharashtra,,Piramal ( Annex ) - New,"4th Floor, Piramal Tower Annexe,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",87
GROUP12,Piramal Group,SITE1107,"Glider Buildcon Realtors Pvt Ltd(Mahalaxmi) - Sales, Glider Buildcon Realtors Pvt Ltd(Mahalaxmi) - Project",Glider Buildcon Realtors Pvt. Ltd. - Byculla,Mumbai,1,1,Maharashtra,27AAGCG0288B1ZU,Piramal - Glider Buildcon ( Dhobi Ghat )  - New,#N/A,1107
GROUP12,Piramal Group,SITE1114,Piramal Enterprises Limited - Kurla - Material,Piramal Enterprises Limited - Kurla - Material,Mumbai,1,1,Maharashtra,27AAACN4538P2ZY,Piramal Enterprises  ( Kurla )  - New,#N/A,1114
GROUP49,Mittal Grandeur,SITE72,Mittal Grandeur,Mittal Grandeur,Mumbai,1,1,Maharashtra,,Mittal Grandeur - New,"Opposite President Hotel, Next to C A Institute,, Cuff Parade., Mumbai - 400020",72
GROUP3,Bharucha & Partners,SITE16,Bharucha and Partners Cecil Court,Bharucha & Partners,Mumbai,1,1,Maharashtra,27AAIFB4100C1Z6,Bharucha & Partners ( Cecil Court ) - New,"Cecil Court, 4th Floor,, M.K.Bhushan Road, Colaba, Mumbai - 400 039",16
GROUP79,Trade view,SITE998,Trade view (Kamala Mills),Kamala Leisure Centre Pvt. Ltd.,Mumbai,1,1,Maharashtra,27AAECK4248B1ZS,Oasis City ( Kamala Mills ) - New,"Gr. Floor, Trade View, Oasis Complex, Pandurang Budhkar Marg,, Lower Parel,, Mumbai 400 013",998
GROUP27,Ahuja Towers Cooperative Housing Society Limi,SITE7,Ahuja Towers Cooperative Housing Society Limited,Ahuja Towers Cooperative Housing Society Ltd,Mumbai,1,1,Maharashtra,27AAFAA0125L1Z0,Ahuja Tower - New,"Raja Bhau Anant Desai Marg, Century Bazaar, Mumbai - 400025",7
GROUP15,Tata Sons Limited,SITE118,TATA Sons Limited Army Navy Building,Tata Sons Private Limited,Mumbai,1,1,Maharashtra,27AAACT4060A1ZV,Tata Sons Ltd ( Army Navy Building ) - New,"Bombay House, 24, Homi Mody Street, Fort, Mumbai - 400001",118
GROUP79,Trade view,SITE997,Trade Facilities Management India Private Limited (Campbell House),Kamala Leisure Centre Pvt. Ltd.,Mumbai,1,1,Maharashtra,27AAECK4248B1ZS,Oasis City ( Kamala Mills ) - New,"Gr. Floor, Trade View, Oasis Complex, Pandurang Budhkar Marg,, Lower Parel,, Mumbai 400 013",997
GROUP16,The Jammu and Kashmir Bank Limited,SITE1300,The Jammu and Kashmir Bank Ltd. -Maharashtra,The Jammu and Kashmir Bank Ltd.,Mumbai,1,1,Maharashtra,27AAACT6167G1Z7,The J&K Bank Ltd.( Maharashtra ) - New,#N/A,1300
GROUP106,Nayara Energy,SITE1301,Nayara Energy Ltd( Material),Nayara Energy Ltd( Material),Mumbai,1,1,Maharashtra,27AAACE0890P1Z9,Nayara Energy - New,"Nayara Energy - New,Opp We Work,Jet Airways Bldg,Godrej 5th Floor,Bandra East",1301
GROUP125,Pocket Aces Pictures Private Limited,SITE94,Pocket Aces Pictures Private Limited,Pocket Aces Pictures Private Limited,Mumbai,1,1,Maharashtra,27AAHCP5220D1ZQ,Pocket Aces Pictures Private Limited - New,"1903, Angelica Tower, Mahindra Eminente,, SV Road,, Goregaon West, Mumbai - 400 104",94
GROUP16,The Jammu and Kashmir Bank Limited,SITE123,The Jammu And Kashmir Bank Limited BKC,The Jammu and Kashmir Bank Ltd.,Mumbai,1,1,Maharashtra,27AAACT6167G1Z7,The J&K Bank Ltd.( BKC ) -New,"National Business Centre, National Business Centre, Bandra (E), Mumbai - 400051",123
GROUP12,Piramal Group,SITE1115,Piramal Enterprises Limited - 3rd Floor - Material,Piramal Enterprises Limited - 3rd Floor - Material,Mumbai,1,1,Maharashtra,27AAACN4538P1ZZ,Piramal Enterprises Ltd. ( 3rd Floor ) - New,"247 Park, A Wing, 6th Floor, LBS Marg, Vikhroli West, Mumbai 400 083",1115
GROUP12,Piramal Group,SITE1108,Glider Buildcon Realtors Pvt. Ltd. - Byculla - Project,Glider Buildcon Realtors Pvt. Ltd.,Mumbai,1,1,Maharashtra,27AAGCG0288B1ZU,Piramal - Glider ( Bycula Sales ) - New,"Piramal Tower, 8th Floor,, Peninsula Corporate Park, Ganpatrao Kadam Marg,, Lower Parel,, Mumbai- 400013",1108
GROUP12,Piramal Group,SITE47,Glider Buildcon Realtors Pvt. Ltd. - Byculla - Sales,Glider Buildcon Realtors Pvt. Ltd.,Mumbai,1,1,Maharashtra,27AAGCG0288B1ZU,Piramal - Glider ( Bycula Sales ) - New,"Piramal Tower, 8th Floor,, Peninsula Corporate Park, Ganpatrao Kadam Marg,, Lower Parel,, Mumbai- 400013",47
GROUP12,Piramal Group,SITE87_1,AASAN Corporate Solutions Private Limited - Annex,AASAN Corporate Solutions Private Limited,Mumbai,1,1,Maharashtra,27AAJCA7980P1ZR,Piramal ( Annex ) - New,"4th Floor, Piramal Tower Annexe,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",87_1
GROUP12,Piramal Group,SITE87_3,Piramal Corporate Services Ltd. - Piramal Annex,Piramal Corporate Services Private Limited,Mumbai,1,1,Maharashtra,27AAACL0860A1Z3,Piramal ( Annex ) - New,"4th Floor, Piramal Tower Annexe,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",87_3
GROUP12,Piramal Group,SITE87_4,Piramal Glass Limited - Piramal Annex,Piramal Glass Limited,Mumbai,1,1,Maharashtra,27AABCG0093R1Z7,Piramal ( Annex ) - New,"4th Floor, Piramal Tower Annexe,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",87_4
GROUP12,Piramal Group,SITE87_5,Gopikrishna Piramal Memorial Hospital,Gopikrishna Piramal Memorial Hospital,Mumbai,1,1,Maharashtra,27AAATG2968D1ZQ,Piramal ( Annex ) - New,"4th Floor, Piramal Tower Annexe,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",87_5
GROUP12,Piramal Group,SITE87_2,Jankharia Imaging - Piramal Annex,Jankharia Imaging,Mumbai,1,1,Maharashtra,27AACFJ2123P1ZA,Piramal ( Annex ) - New,"4th Floor, Piramal Tower Annexe,, Ganpatrao Kadam Marg,, Lower Parel (W), Mumbai - 400 013",87_2
GROUP39,Ginger hotel,SITE46,Ginger Hotel (Roots Corporation Limited),Roots Corporation Ltd,Mumbai,1,1,Maharashtra,27AACCR6389J1ZS,Ginger Hotel ( Aurangabad ) - New,"Ginger Hotel ( Aurangabad ) - New,Opp Moksh Bansilal Nagar,Station Road,Rajnagar,Bansilal Nagar,Aurangabad-431005.",46
GROUP106,Nayara Energy,SITE1043,Nayara Energy - BKC,Nayara Energy Ltd,Mumbai,1,1,Maharashtra,27AAACE0890P2Z8,Nayara Energy - New,"Nayara Energy - New,Opp We Work,Jet Airways Bldg,Godrej 5th Floor,Bandra East",1043
GROUP8,Hikal Limited,SITE57,Hikal Limited Pune,Hikal Ltd - Pune,Mumbai,1,1,Maharashtra,27AAACH0383A1Z5,Hikal Ltd ( Pune ) - New,"R & D Unit,, 3A,International Biotech Park, Hinjewadi,, Pune - 411 057",57
GROUP126,JCK Infrastructure Development Ltd,SITE1275,JCK Infrastructure Development Ltd,JCK Infrastructure Development Ltd,Mumbai,1,2,Karnataka,29AAACK8522E1ZL,JCK - New,#N/A,1275
GROUP12,Piramal Group,SITE90,Piramal Enterprises Limited - 3rd Floor,Piramal Enterprises Limited - 3rd Floor,Mumbai,1,1,Maharashtra,27AAACN4538P2ZY,Piramal Enterprises Ltd. ( 3rd Floor ) - New,"247 Park, A Wing, 6th Floor, LBS Marg, Vikhroli West, Mumbai 400 083",90
GROUP12,Piramal Group,SITE89,Piramal Enterprises Limited- Kurla,Piramal Enterprises Limited,Mumbai,1,1,Maharashtra,27AAACN4538P2ZY,Piramal Enterprises  ( Kurla )  - New,"Piramal Enterprises Limited - Kurla,Agastya Corporate Park,Opp. Fire Brigade, Kamani Junction,LBS Marg,Kurla (West)",89
GROUP57,Pepperfry Groups,SITE1147,Pepperfry  Kolkata,Trendsutra Client Services Private Limited- Kolkata,Mumbai,1,16,West Bengal,19AADCT9374Q2Z8,Pepperfry Kolkata - New,"Pepperfry Kolkata,Street No.13,DN Block,Sector V,Salt Lake City,Kolkata,Westbengal-700091.",1147
GROUP3,Bharucha & Partners,SITE17,Bharucha & Partners Hague House,Bharucha & Partners,Mumbai,1,1,Maharashtra,27AAIFB4100C1Z6,Bharucha & Partners  ( Hague ) - New,#N/A,17
GROUP12,Piramal Group,SITE91,Piramal Estates Private Limited (V3 Design Piramal Vaikunth),Piramal Estates Pvt. Ltd,Mumbai,1,1,Maharashtra,27AACCA7777K1Z5,Piramal Estates Pvt. Ltd ( V3 Design ) - New,"House No. 38, Near Shivaji Nagar,, Bayer India Road, Ram Maruti Nagar,, Balkum, Thane 400607",91
GROUP57,Pepperfry Groups,SITE1024,Pepperfry Vikroli New,Trendsutra Platform Services Pvt.Ltd (Vikhroli),Mumbai,1,1,Maharashtra,27AADCT9282F1Z0,Pepperfry Vikhroli - New,"801-802, 8th Floor, Tower B,, 247 Business Park, LBS Marg, Vikhroli ( West), Mumbai",1024
GROUP57,Pepperfry Groups,SITE1171,Pepperfry Chembur,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Mumbai,1,1,Maharashtra,27AADCT9374Q1ZC,Pepperfry Chembur - New,"Pepperfry Chembur,Balaji Arcade, 3, Dayanand Saraswati Road, Chembur East, Mumbai - 400071 
",1171
GROUP17,Tribhovandas Bhimji Zaveri,SITE999,Tribhovandas Bhimji Zaveri Bajaj Bhavan,Tribhovandas Bhimji Zaveri Ltd,Mumbai,1,1,Maharashtra,27AACCT7182P1ZL,Tribhovandas Bhimji Zaveri Ltd -New,#N/A,999
GROUP55,Bira,SITE1158,Bira Nagpur,B9 Beverages Pvt Ltd,Mumbai,1,1,Maharashtra,27AAECD6739Q1ZW,Bira Nagpur - New,#N/A,1158
GROUP81,Dextrus,SITE1022,Dextrus,Third Act Ventures LLP,Mumbai,1,1,Maharashtra,27AAMFT9574C1ZO,DEXTRUS - New,"A-802, Crescenzo, C/38-39, G- Block,, Bandra Kurla Complex",1022
GROUP102,Raine Advisors,SITE1174,Raine Advisors,Raine Advisors India Pvt Ltd,Mumbai,1,1,Maharashtra,27AAPCA4019D1ZU,Raine LLP (BKC) - New,#N/A,1174
GROUP78,Trident,SITE1011,Trident BKC,Trident B.K.C,Mumbai,1,1,Maharashtra,27AAACE6898B3ZG,Trident (BKC) - New,"Trident B.K.C,EIH L.T.D., Plot C-56,G-Block, Bandra Kurla Complex,Mumbai - 400 098",1011
GROUP76,Take Five,SITE117,Take Five Inc,Take Five Inc,Mumbai,1,1,Maharashtra,27AADPK2837Q1Z8,Take Five Inc ( Andheri ) - New,"A-803 (Iii), The Qube, Off. M.V. Road, Hind Saurashtra Ind. Estate Lane, Near Mittal Commercial Building,, Andheri (E), Mumbai - 400059",117
